Day,Age,"Ad set name","Ad name","Campaign name","Delivery status","Delivery level","Account name","Account ID",Reach,Impressions,"Attribution setting",Frequency,"Result Type",Results,"Amount spent (USD)","Cost per result","Link clicks",Purchases,"Mobile app purchases","Website purchases","Cost per purchase","App Installs","Mobile app installs","Desktop app installs","Cost per App Install",ThruPlays,"Landing page views","New messaging connections","Cost per new messaging connection","Messaging conversations started","CPM (cost per 1,000 impressions)","Campaign delivery","Post reactions","Post engagement","Post shares","Cost per Page engagement","Cost per landing page view","Reporting starts","Reporting ends","Campaign name","Clicks (all)","CPC (cost per link click)","Result rate","100% VTR","50% VTR","25% VTR","75% VTR","CTR (link click-through rate)"
2023-05-09,65+,"Custom Audience: Xact - Geo Fenced Monthly 6+ times Mosque Visitors","Noor second Hajj tutorial content - Reach","2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,180,221,"7-day click or 1-day view",1.2277777777778,Reach,180,0.03,0.16666666666667,,,,,,,,,,3,,,,,0.13574661,active,1,30,,0.001,,2023-05-09,2023-05-09,"2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",2,,81.447963800905,,,,,
2023-05-09,35-44,"Custom Audience: NRB Audience updated","Noor second Hajj tutorial content - Reach","2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,759,767,"7-day click or 1-day view",1.0105401844532,Reach,759,0.01,0.013175230566535,,,,,,,,,,3,,,,,0.01303781,active,2,79,,0.00012658,,2023-05-09,2023-05-09,"2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",2,,98.956975228162,0,,,,
2023-05-09,45-54,"Custom Audience: NRB Audience updated","Noor second Hajj tutorial content - Reach","2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,203,203,"7-day click or 1-day view",1,Reach,203,0,,,,,,,,,,,1,,,,,0,active,1,32,,0,,2023-05-09,2023-05-09,"2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",1,,100,0,0.00492611,0.00492611,0.00492611,
2023-05-09,65+,"Custom Audience: NRB Audience updated","Noor second Hajj tutorial content - Reach","2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,62,64,"7-day click or 1-day view",1.0322580645161,Reach,62,0,,,,,,,,,,,,,,,,0,active,,6,,0,,2023-05-09,2023-05-09,"2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",0,,96.875,0,,,,
2023-05-09,55-64,"Custom Audience: NRB Audience updated","Noor second Hajj tutorial content - Reach","2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,49,49,"7-day click or 1-day view",1,Reach,49,0.01,0.20408163265306,,,,,,,,,,1,,,,,0.20408163,active,,11,,0.00090909,,2023-05-09,2023-05-09,"2304124907_P01|4800019357|||Reach|_$1,828.00_CPR- $0.2_2,285,000_freq 4_VAS_Noor_2mn_phase2-May & June'23_Reach_May 2-Jun 30_All FB",0,,100,0,,0.02040816,,
2023-05-09,45-54,"Actionable Insights: Cluster  Minus 180 days active  Minus BI Bases Minus Brand Audience","22TK 2GB First Login_MAU_Installs","2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,9,9,"1-day click or 1-day view",1,,,0.01,,,,,,,,,,,,,,,,1.11111111,active,,,,,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",0,,,0,0,0,0,
2023-05-09,55-64,"Actionable Insights: Cluster  Minus 180 days active  Minus BI Bases Minus Brand Audience","22TK 2GB First Login_MAU_Installs","2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,4,6,"1-day click or 1-day view",1.5,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",0,,,0,0,0,0,
2023-05-09,65+,"Actionable Insights: Cluster  Minus 180 days active  Minus BI Bases Minus Brand Audience","22TK 2GB First Login_MAU_Installs","2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,1,"1-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",0,,,0,0,0,0,
2023-05-09,45-54,"Custom Audience: Noor App 30 days active user","first Hajj Tutorial -  Traffic","2304124907_P01|4800019357|||_Traffic (App Engagement)_$232.00_CPR- $0.04_5,800_VAS_Noor_2mn_phase2-May & June'23_Traffic (App Engagement) 2_May 2-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,38,65,"7-day click or 1-day view",1.7105263157895,,,0.01,,,,,,,,,,,14,,,,,0.15384615,active,1,40,,0.00025,,2023-05-09,2023-05-09,"2304124907_P01|4800019357|||_Traffic (App Engagement)_$232.00_CPR- $0.04_5,800_VAS_Noor_2mn_phase2-May & June'23_Traffic (App Engagement) 2_May 2-Jun 30_All FB",2,,,0.04615385,0.10769231,0.2,0.07692308,
2023-05-09,25-34,"Core Audience: Import & Export","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic_$406.00_CPR- $0.03_13,533_CLM_INTERNATIONAL ROAMING _AlwaysOn_Web Traffic_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,41,73,"7-day click or 1-day view",1.780487804878,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic_$406.00_CPR- $0.03_13,533_CLM_INTERNATIONAL ROAMING _AlwaysOn_Web Traffic_Apr 13-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,25-34,"Core Audience: Business Executives","Hajj (Dynamic) - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,7875,7876,"7-day click or 1-day view",1.000126984127,"Post engagement",4719,1,0.00021190930281839,,,,,,,,,,3952,,,,,0.126968,active,,4719,,0.00021191,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,59.916201117318,0.50177755,0.5472321,0.62227019,0.51688674,
2023-05-09,65+,"Core Audience: Business Executives","Roaming Combo Offer -Video Views","2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,3,4,"7-day click or 1-day view",1.3333333333333,ThruPlay,3,0,,,,,,,,,,,3,,,,,0,active,,3,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",0,,75,0.75,0.75,0.75,0.75,
2023-05-09,45-54,"BI Base: CLM - MAY23_TDNRGB_0User_Digital_3.txt","Limited Time Offer - Reach","2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,9094,10919,"7-day click or 1-day view",1.2006817681988,Reach,9094,8.3857272444859,0.92211647729117,,,,,,,,,,1162,,,,,0.76799407,active,16,3081,2,0.00272176,,2023-05-09,2023-05-09,"2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",167,,83.286015202857,0.11402143,0.1868303,0.33830937,0.13984797,
2023-05-09,35-44,"BI Base: CLM - MAY23_TDNRGB_0User_Digital_3.txt","Limited Time Offer - Reach","2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,26129,34506,"7-day click or 1-day view",1.3206016303724,Reach,26129,27.038466604536,1.0348067895647,,,,,,,,,,3108,,,,,0.78358739,active,46,7538,,0.00358695,,2023-05-09,2023-05-09,"2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",426,,75.72306265577,0.09685272,0.14953921,0.2620124,0.11586391,
2023-05-09,18-24,"BI Base: CLM - MAY23_TDNRGB_0User_Digital_3.txt","Limited Time Offer - Reach","2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,82967,101263,"7-day click or 1-day view",1.2205214121277,Reach,82967,58.099680646163,0.70027457478471,,,,,,,,,,5117,,,,,0.57375034,active,137,11644,2,0.00498967,,2023-05-09,2023-05-09,"2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",881,,81.932196359974,0.05355362,0.08023661,0.13706882,0.06285613,
2023-05-09,65+,"BI Base: Rajshahi - 1-50.txt",107TK+189TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$67.00_CPR- $0.02_3,350_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 19_1-50.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,8,16,"7-day click or 1-day view",2,"Mobile app purchases",1,0,,,1,1,,0,,,,,1,,,,,0,active,,4,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$67.00_CPR- $0.02_3,350_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 19_1-50.txt_Non-BEP_May 1-May 31_All FB",0,,6.25,0.0625,0.25,0.1875,0.0625,
2023-05-09,55-64,"BI Base: Rajshahi - 1-50.txt",107TK+189TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$67.00_CPR- $0.02_3,350_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 19_1-50.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,11,21,"7-day click or 1-day view",1.9090909090909,,,0,,,,,,,,,,,1,,,,,0,active,,8,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$67.00_CPR- $0.02_3,350_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 19_1-50.txt_Non-BEP_May 1-May 31_All FB",0,,,0.04761905,0.28571429,0.42857143,0.14285714,
2023-05-09,25-34,"Core Audience: Business Executives","Roaming Combo Offer -Video Views","2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,30,33,"7-day click or 1-day view",1.1,ThruPlay,25,0,,,,,,,,,,,25,,,,,0,active,,26,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",0,,75.757575757576,0.75757576,0.75757576,0.78787879,0.75757576,
2023-05-09,35-44,"BI Base: Rajshahi - 1-50.txt",107TK+189TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$67.00_CPR- $0.02_3,350_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 19_1-50.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,77,156,"7-day click or 1-day view",2.025974025974,"Mobile app purchases",2,0.03,,,2,2,,0.015,1,1,,0.03,12,,,,,0.19230769,active,,28,,0.00107143,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$67.00_CPR- $0.02_3,350_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 19_1-50.txt_Non-BEP_May 1-May 31_All FB",1,,1.2820512820513,0.08333333,0.15384615,0.23076923,0.08974359,
2023-05-09,35-44,"Core Audience: Business Executives","Roaming Combo Offer -Video Views","2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,22,30,"7-day click or 1-day view",1.3636363636364,ThruPlay,23,0,,,,,,,,,,,23,,,,,0,active,,24,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",0,,76.666666666667,0.8,0.83333333,0.8,0.8,
2023-05-09,45-54,"Core Audience: Business Executives","Roaming Combo Offer -Video Views","2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,10,10,"7-day click or 1-day view",1,ThruPlay,4,0,,,,,,,,,,,4,,,,,0,active,,5,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",0,,40,0.4,0.5,0.5,0.5,
2023-05-09,65+,"BI Base: Rajshahi - 100-200.txt",299TK+397TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,8,9,"7-day click or 1-day view",1.125,,,0,,,,,,,,,,,,,,,,0,active,,1,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",0,,,,,0.22222222,,
2023-05-09,55-64,"BI Base: Rajshahi - 100-200.txt",299TK+397TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,9,26,"7-day click or 1-day view",2.8888888888889,,,0,,,,,,,,,,,2,,,,,0,active,,8,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",0,,,0.07692308,0.26923077,0.26923077,0.15384615,
2023-05-09,45-54,"BI Base: Rajshahi - 100-200.txt",299TK+397TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,18,53,"7-day click or 1-day view",2.9444444444444,,,0.02,,,,,,,1,1,,0.02,,,,,,0.37735849,active,,8,,0.0025,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",0,,,,0.13207547,0.1509434,0.01886792,
2023-05-09,55-64,"Core Audience: Business Executives","Roaming Combo Offer -Video Views","2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,5,5,"7-day click or 1-day view",1,ThruPlay,4,0,,,,,,,,,,,4,,,,,0,active,,4,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Video Views_$482.00_CPR- $0.003_160,667_CLM_INTERNATIONAL ROAMING _AlwaysOn_Video Views_Apr 13-Jun 30_All FB",0,,80,0.8,0.8,0.8,0.8,
2023-05-09,25-34,"Core Audience: Business Executives","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,14,14,"7-day click or 1-day view",1,"Post engagement",3,0,,,,,,,,,,,1,,,,,0,active,,3,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,21.428571428571,0.07142857,0.21428571,0.21428571,0.07142857,
2023-05-09,65+,"BI Base: CLM - MAY23_TDNRGB_0User_Digital_3.txt","Limited Time Offer - Reach","2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1409,2039,"7-day click or 1-day view",1.4471256210078,Reach,1409,1.7411891891892,1.2357623769973,,,,,,,,,,221,,,,,0.85394271,active,3,543,,0.00320661,,2023-05-09,2023-05-09,"2304124508_P01|4800019262|||Reach|_$1,640.00_CPR- $0.6_210,256_freq 13_CLM_Ramadan Booster+RGB on NewYear+EID Mover_Apr'23_Reach 2_May 7-Apr 18_All FB",42,,69.102501226091,0.1196665,0.1868563,0.301128,0.14271702,
2023-05-09,35-44,"Core Audience: Business Executives","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,7,7,"7-day click or 1-day view",1,"Post engagement",1,0,,,,,,,,,,,1,,,,,0,active,,1,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,14.285714285714,0.14285714,0.14285714,0.14285714,0.14285714,
2023-05-09,45-54,"Core Audience: Business Executives","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,6,6,"7-day click or 1-day view",1,"Post engagement",4,0,,,,,,,,,,,2,,,,,0,active,,4,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,66.666666666667,0.33333333,0.33333333,0.66666667,0.33333333,
2023-05-09,65+,"Core Audience: Business Executives","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,1,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,,,,,,
2023-05-09,25-34,"Core Audience: Jan_W1_2022_FullBasePredictiveRoamers.txt","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,3,3,"7-day click or 1-day view",1,"Post engagement",2,0.01,0.005,,,,,,,,,,2,,,,,3.33333333,active,,2,,0.005,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,66.666666666667,0.66666667,0.66666667,0.66666667,0.66666667,
2023-05-09,18-24,"Core Audience: Jan_W1_2022_FullBasePredictiveRoamers.txt","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,2,2,"7-day click or 1-day view",1,"Post engagement",2,0,,,,,,,,,,,2,,,,,0,active,,2,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,100,1,1,1,1,
2023-05-09,45-54,"Core Audience: Jan_W1_2022_FullBasePredictiveRoamers.txt","Roaming Combo Offer - Engagement","2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,1,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Engagement_$395.00_CPR- $0.03_13,167_CLM_INTERNATIONAL ROAMING _AlwaysOn_Engagement_Apr 13-Jun 30_All FB",0,,,,,,,
2023-05-09,Unknown,"Actionable Insights: AI-Competition-Low Stream_10mn","Voice MFS May 23 Phase 2 - Video Views","2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,0,0,"7-day click or 1-day view",0,,,0,,,,,,,,,,,,,,,,,active,,,,,,2023-05-09,2023-05-09,"2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",0,,,,,,,
2023-05-09,65+,"Actionable Insights: AI-Competition-Low Stream_10mn","Voice MFS May 23 Phase 2 - Video Views","2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,4647,4647,"7-day click or 1-day view",1,ThruPlay,3265,1.1501412602874,0.00035226378569294,,,,,,,,,,3265,,,,,0.24750189,active,1,3993,,0.00028804,,2023-05-09,2023-05-09,"2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",2,,70.260383042823,0.70217345,0.78695933,0.87475791,0.74306004,
2023-05-09,55-64,"Actionable Insights: AI-Competition-Low Stream_10mn","Voice MFS May 23 Phase 2 - Video Views","2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,12546,13598,"7-day click or 1-day view",1.0838514267496,ThruPlay,9391,2.9403611349957,0.00031310415663888,,,,,,,,,,9391,,,,,0.21623482,active,,11441,,0.000257,,2023-05-09,2023-05-09,"2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",1,,69.06162670981,0.68789528,0.7784233,0.8630681,0.7321665,
2023-05-09,45-54,"Actionable Insights: AI-Competition-Low Stream_10mn","Voice MFS May 23 Phase 2 - Video Views","2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,30506,30506,"7-day click or 1-day view",1,ThruPlay,21317,7.0608672153298,0.0003312317500272,,,,,,,,,,21317,,,,,0.23145831,active,,25215,,0.00028003,,2023-05-09,2023-05-09,"2305125312_P01|4800019366|||_Video Views_$1,315.00_CPR- $0.003_438,333_Voice_MFS Cashback_0.5mn_May'23_Video Views 1_Phase 2_May 8-May 15_All FB",0,,69.878056775716,0.69730545,0.77424113,0.84727595,0.73467515,
